attendancePercentage,internalMarks,assignmentScore,cgpa,backlogCount,previousSemesterPerformance,feeStatus,familyIncomeCategory,internetAccess,extracurricularParticipation,previousCounsellingCount,dropoutRisk
48.3,57.5,52.6,6.93,0,70.6,0,1,1,1,0,1
79.8,58.7,80.8,6.83,1,66.9,0,1,1,0,0,1
91.0,43.4,90.5,4.39,1,30.3,1,1,1,1,0,1
76.5,74.3,67.9,8.09,1,72.8,2,1,1,1,0,0
94.2,48.7,77.3,5.47,1,54.7,0,1,1,1,2,1
65.7,60.2,73.3,7.28,3,69.5,0,1,0,1,0,1
100.0,62.0,72.9,7.59,1,57.9,2,1,0,1,1,0
100.0,84.3,89.4,9.1,1,73.2,0,1,1,0,2,0
68.5,50.1,49.2,5.37,0,54.9,0,2,1,2,0,1
67.0,23.4,72.5,3.0,0,25.0,1,2,1,1,2,1
100.0,72.0,82.4,7.46,3,62.6,0,1,1,1,1,0
100.0,81.6,97.7,9.72,0,93.8,1,1,1,0,0,0
65.6,69.1,65.8,8.93,2,76.1,1,0,1,1,2,1
67.4,57.6,50.0,7.49,1,59.9,0,1,1,0,1,1
69.9,47.5,78.2,6.51,2,51.0,0,1,1,1,0,1
50.8,68.6,66.1,8.33,1,74.0,0,0,1,0,0,1
58.5,59.5,64.7,5.84,0,42.4,0,1,1,1,0,1
56.9,60.4,47.2,7.87,0,66.2,0,1,1,1,1,1
61.2,68.7,54.8,7.91,5,70.6,0,0,1,0,2,1
74.4,68.6,68.5,8.68,1,83.6,0,2,1,1,0,0
79.2,82.9,63.4,10.0,1,89.7,2,0,1,2,2,0
100.0,53.8,100.0,7.75,0,62.0,0,2,1,0,0,0
57.0,53.4,56.4,6.49,2,65.1,0,1,1,1,0,1
92.7,59.3,52.9,7.16,0,60.2,0,1,1,0,0,0
71.1,44.5,68.2,4.72,0,34.1,0,1,0,0,0,1
74.1,54.7,63.4,6.23,0,53.6,0,1,0,0,2,1
87.1,46.7,75.3,6.63,0,68.1,0,1,1,1,0,0
54.8,63.6,49.7,6.47,2,57.9,0,1,1,1,0,1
81.9,64.7,80.4,7.41,1,64.4,1,1,1,2,1,0
78.0,53.0,80.8,6.05,0,64.8,2,1,1,1,1,1
83.9,74.5,76.5,8.77,2,65.1,0,2,0,0,1,0
80.2,57.1,67.8,7.2,0,53.6,0,0,1,1,0,1
100.0,62.8,84.6,7.19,2,51.2,0,1,0,0,1,0
63.5,61.1,59.7,6.74,0,61.5,0,0,1,1,0,1
65.4,49.1,52.8,7.42,1,65.5,0,1,1,0,0,1
63.8,66.7,65.4,8.36,0,82.6,2,1,1,0,0,0
65.0,48.8,65.1,5.99,1,54.6,0,0,1,1,0,1
63.5,55.4,74.9,6.28,1,52.4,0,0,1,2,1,1
96.4,67.1,95.0,6.77,0,59.2,0,0,1,0,0,0
100.0,39.0,78.1,5.32,0,48.4,2,1,1,1,0,1
64.7,47.5,68.5,6.05,0,41.7,1,1,1,0,0,1
60.0,51.4,47.5,6.53,1,76.2,0,2,1,1,0,1
83.5,65.2,80.4,8.42,1,76.0,0,1,1,1,0,0
65.1,61.5,55.4,7.57,1,67.0,0,0,1,0,1,1
86.4,69.7,65.2,7.47,0,69.1,0,2,1,0,0,0
78.7,62.9,72.9,8.39,1,77.1,0,1,1,0,3,0
47.7,63.0,21.7,7.01,3,60.1,1,1,0,0,1,1
100.0,52.2,67.5,7.75,1,62.6,0,0,1,0,0,0
100.0,55.5,83.2,7.06,0,65.6,2,1,1,1,0,0
64.0,61.7,60.6,7.57,1,68.3,0,2,1,2,2,1
68.0,67.7,58.9,6.38,1,50.4,1,1,1,0,1,1
80.1,30.0,55.3,3.79,2,45.2,1,1,1,1,1,1
81.0,42.0,63.5,7.01,2,63.1,0,1,0,1,1,1
86.9,62.1,79.7,9.19,0,83.6,0,2,1,2,0,0
100.0,72.5,90.8,8.5,1,82.7,0,0,1,1,0,0
71.8,77.6,65.1,8.55,2,73.6,1,1,1,1,0,1
60.6,78.9,69.0,8.93,2,78.7,0,2,1,1,0,1
50.2,63.6,54.1,7.32,1,69.3,0,0,1,0,1,1
61.8,72.8,50.8,7.48,4,59.7,0,1,1,0,1,1
74.4,49.5,64.3,6.34,2,56.1,0,1,1,1,0,1
100.0,64.6,71.0,6.76,4,59.9,0,1,1,0,0,1
65.7,55.5,59.9,8.06,2,62.8,0,1,1,1,0,1
79.0,68.3,81.4,8.89,1,92.3,0,1,1,0,0,0
74.7,45.1,74.1,7.0,2,51.2,0,1,0,1,0,1
96.4,53.6,96.5,6.57,1,48.5,1,0,1,0,0,1
100.0,60.8,82.0,7.2,2,71.8,2,1,1,2,1,0
65.4,69.3,74.3,8.04,0,74.3,0,0,1,2,1,0
66.2,44.5,59.4,5.18,2,39.2,1,0,1,0,1,1
93.8,26.5,95.4,3.99,3,41.1,0,2,1,0,0,1
87.3,53.1,75.9,6.43,2,66.7,0,1,1,1,0,1
100.0,34.7,92.1,5.49,1,48.7,0,2,1,0,1,1
85.5,66.1,89.6,6.49,1,75.1,0,0,1,0,0,1
68.5,57.0,61.0,6.99,0,48.9,0,1,1,0,1,1
85.6,51.9,77.1,6.57,0,62.4,0,0,1,2,0,0
95.0,91.2,94.4,9.23,0,87.0,0,1,1,2,0,0
89.8,55.2,76.5,7.66,1,72.5,1,1,1,1,1,0
84.1,55.8,60.7,7.62,3,64.5,0,0,1,1,0,1
94.2,59.8,100.0,8.07,3,67.5,0,2,1,2,0,0
96.0,47.1,77.5,5.61,2,53.0,1,0,0,2,0,1
99.9,77.0,86.5,8.65,1,79.9,1,1,1,2,1,0
86.7,66.2,87.2,7.09,1,66.0,0,2,1,0,0,0
72.0,89.8,59.3,8.14,1,77.4,0,2,1,0,0,0
77.6,30.4,59.3,5.7,1,43.5,0,2,1,1,0,1
96.7,47.6,85.2,5.02,2,43.6,0,1,1,1,0,1
60.3,66.5,39.3,8.35,1,65.2,0,0,1,0,0,1
81.6,61.0,69.3,7.73,2,64.1,0,0,1,0,0,1
67.9,45.5,65.0,5.94,1,59.6,1,1,1,2,1,1
75.5,43.6,65.2,5.98,2,53.6,0,1,1,2,0,1
98.0,88.1,68.2,8.78,0,93.5,2,0,1,0,0,0
78.4,53.8,85.8,5.53,0,50.6,1,1,1,2,0,1
75.8,80.9,69.1,9.5,0,81.4,2,1,1,1,1,0
50.5,61.3,64.7,5.94,1,53.3,0,1,0,1,0,1
88.4,56.7,74.3,8.09,2,65.3,1,1,1,1,1,1
86.6,46.6,66.8,6.74,4,58.5,0,1,1,0,0,1
100.0,51.0,87.7,8.04,0,77.3,0,2,1,1,0,0
69.5,49.1,61.5,6.44,1,57.3,0,0,1,1,0,1
78.9,60.6,58.5,6.97,1,55.2,0,1,1,1,1,1
79.5,62.5,85.3,7.26,2,56.6,1,0,1,0,0,1
100.0,50.5,78.8,5.8,1,48.2,1,0,0,2,0,1
73.3,58.7,47.9,8.24,4,71.4,0,1,1,0,0,1
80.0,61.5,84.3,6.48,0,65.2,0,2,1,0,1,0
85.9,60.4,70.1,6.88,2,50.7,0,0,1,1,1,1
78.4,55.2,63.8,5.81,1,49.2,0,1,1,1,1,1
67.0,20.0,44.2,3.61,1,34.9,1,1,1,1,0,1
78.5,61.4,87.4,6.93,0,47.6,0,0,1,1,2,0
94.3,75.5,68.1,10.0,1,79.2,2,2,1,1,0,0
56.5,67.4,55.2,8.3,0,66.6,0,1,1,1,0,1
77.4,65.2,78.3,7.17,1,56.8,0,0,0,1,1,1
62.4,58.8,62.9,6.83,1,61.0,0,1,1,0,1,1
96.5,54.7,82.0,7.23,1,61.7,0,1,0,1,1,0
47.6,67.8,31.3,7.97,3,64.8,0,1,1,2,0,1
64.9,34.9,52.4,5.55,1,52.4,1,1,1,0,1,1
81.8,83.7,74.1,8.76,1,87.1,1,0,1,1,1,0
100.0,68.1,77.1,8.2,1,82.1,0,1,1,2,1,0
73.8,78.7,68.7,8.21,2,57.2,0,0,1,0,0,1
65.0,62.2,67.3,7.81,0,71.6,0,2,1,1,1,0
100.0,57.2,94.6,7.23,3,61.6,0,1,1,2,1,0
48.9,63.1,37.0,8.14,1,71.2,0,0,1,0,0,1
35.4,75.3,61.8,8.03,0,66.4,0,2,1,0,0,1
82.9,51.3,80.7,6.7,0,59.5,1,0,1,2,0,1
66.0,59.5,61.2,6.4,1,57.2,0,1,0,2,0,1
56.6,59.4,65.5,7.34,0,59.7,2,1,1,1,1,1
87.8,63.8,100.0,9.37,2,73.7,0,0,1,1,0,0
79.4,41.9,56.2,5.47,1,45.6,2,2,1,1,0,1
64.8,34.3,58.1,5.15,0,47.8,0,1,1,1,1,1
52.0,63.4,27.6,7.43,0,68.6,0,0,1,0,1,1
90.7,52.3,80.4,7.27,1,69.1,2,1,1,0,0,0
86.7,70.7,79.3,7.44,0,61.1,0,1,1,1,0,0
73.2,63.4,65.9,7.54,2,67.3,0,2,1,2,0,1
100.0,57.1,78.5,6.89,1,66.8,0,1,1,2,0,0
55.7,84.2,33.5,9.29,1,87.4,2,1,1,2,1,1
47.5,49.9,52.0,4.96,1,44.3,1,1,1,2,3,1
62.5,51.2,73.3,6.04,1,51.8,0,1,1,1,0,1
74.2,53.8,61.0,7.06,1,62.8,0,1,1,1,1,1
79.4,27.5,75.0,4.9,5,36.1,2,0,0,1,0,1
70.7,53.6,48.8,6.95,0,59.3,0,1,1,1,1,1
81.3,76.0,76.5,9.53,1,86.4,0,1,1,1,2,0
52.5,62.3,47.8,7.23,2,67.3,0,2,0,0,0,1
100.0,61.2,77.4,7.52,1,63.3,0,0,1,2,1,0
73.5,51.7,58.9,5.44,0,50.0,0,1,1,1,1,1
95.1,49.0,77.6,6.34,2,49.9,0,2,1,0,1,1
81.2,56.3,75.6,6.67,1,63.3,0,1,1,1,0,1
83.2,66.9,60.1,6.76,1,58.5,0,2,1,1,0,1
85.3,79.2,70.7,8.99,1,75.0,0,2,1,0,0,0
83.1,67.4,72.7,7.98,0,66.3,0,1,1,1,1,0
86.6,43.2,64.6,5.64,0,49.7,1,1,1,0,0,1
98.9,59.1,100.0,7.55,2,62.2,0,0,1,0,0,0
78.5,60.3,61.4,7.9,0,72.8,0,1,0,1,0,0
87.8,70.4,69.7,8.8,3,72.6,2,0,1,1,0,0
73.4,86.1,56.6,9.41,2,91.5,0,1,1,2,1,0
100.0,47.3,100.0,5.78,4,61.5,0,1,1,1,0,1
62.8,40.8,64.5,6.06,1,47.3,0,1,1,2,0,1
100.0,60.4,75.6,5.44,3,49.0,1,0,1,0,0,1
74.3,61.0,78.1,6.87,0,55.4,2,2,0,0,0,1
49.2,55.5,51.5,7.85,2,65.5,2,0,1,1,0,1
77.3,69.4,71.7,8.58,1,87.7,1,0,1,0,1,0
62.7,61.2,55.5,7.09,1,59.6,0,0,1,1,0,1
90.1,71.0,70.6,6.75,0,61.5,0,2,1,1,0,0
63.3,54.1,62.7,7.41,1,68.1,0,2,1,2,2,1
67.0,59.1,56.4,6.03,0,46.2,0,1,1,0,1,1
41.0,96.2,61.9,10.0,0,79.0,0,2,1,1,0,0
66.9,37.0,49.1,4.95,2,36.2,0,0,1,1,0,1
31.4,61.2,52.3,7.46,0,58.5,0,2,1,0,0,1
46.5,76.7,46.4,10.0,0,65.0,1,0,1,1,0,1
88.7,59.7,80.1,7.21,3,66.5,0,0,1,1,0,1
89.1,58.6,85.7,6.93,2,74.9,0,0,0,1,0,1
82.7,62.2,66.6,6.7,1,59.6,0,1,1,0,0,1
57.6,67.8,64.0,6.95,4,50.7,0,1,0,0,0,1
74.1,71.6,39.8,9.12,1,73.5,0,1,0,1,0,0
74.9,20.0,60.3,4.1,1,34.6,0,2,1,0,1,1
54.1,79.3,43.7,9.35,2,72.7,0,1,1,0,1,1
100.0,46.6,72.5,5.21,2,52.7,1,0,1,0,0,1
90.8,60.0,76.4,6.83,1,65.3,2,1,1,0,0,0
71.0,53.5,68.6,6.6,1,49.7,0,1,1,0,0,1
75.5,69.2,74.9,8.02,3,74.3,0,2,1,0,0,1
78.8,54.3,72.5,4.96,3,55.4,0,1,1,1,0,1
38.2,69.8,35.1,7.85,1,81.1,2,1,0,1,0,1
70.6,82.0,68.1,10.0,1,100.0,0,0,1,1,0,0
62.7,41.0,60.1,5.29,1,41.0,0,1,1,1,1,1
57.0,62.1,64.2,7.47,2,84.5,1,2,1,1,1,1
69.9,66.4,71.7,6.27,0,52.7,0,0,1,1,1,1
100.0,64.8,85.3,7.8,0,63.2,0,2,1,1,0,0
86.5,61.3,66.6,7.23,1,65.1,0,1,1,1,2,0
64.7,49.7,53.8,6.3,1,51.3,0,0,1,1,0,1
85.3,75.8,69.2,7.88,0,70.9,0,2,1,1,2,0
100.0,98.4,81.8,9.73,2,73.6,0,1,1,1,0,0
91.6,62.5,81.8,6.93,2,58.8,1,1,1,1,1,1
76.1,70.4,75.4,8.21,1,79.7,0,0,1,0,1,0
63.4,46.1,58.8,5.39,1,47.7,0,0,1,0,2,1
87.6,30.7,76.5,5.86,2,52.9,0,2,1,0,0,1
82.1,72.8,73.9,7.86,2,71.2,1,1,1,0,0,1
91.1,79.9,73.6,9.28,3,87.4,0,2,1,0,0,0
86.4,68.9,66.2,7.7,3,55.0,0,0,1,1,1,1
93.9,51.8,63.2,6.76,2,63.2,0,0,1,1,0,1
65.4,58.1,53.8,7.2,0,60.7,1,0,1,1,1,1
98.7,43.0,88.8,5.45,2,49.8,0,1,1,0,0,1
78.6,76.6,63.0,8.05,1,76.8,0,2,1,2,0,0
100.0,68.7,82.6,8.44,1,64.1,0,1,1,1,1,0
62.6,72.5,63.5,6.57,2,50.4,1,1,1,0,1,1
100.0,59.1,90.2,6.54,2,43.8,0,2,1,1,1,0
78.6,54.2,59.2,7.57,2,61.7,0,1,1,1,0,1
63.3,55.0,69.3,6.59,0,67.0,1,0,0,1,0,1
66.3,55.2,72.7,7.11,0,61.0,2,2,1,0,0,1
69.2,67.4,52.2,10.0,0,75.6,0,1,1,1,0,0
82.6,71.1,64.6,6.85,2,56.4,2,0,1,2,0,1
84.4,62.6,86.0,6.7,0,48.2,0,0,1,1,2,0
64.7,57.8,58.8,6.29,2,47.5,0,1,1,1,1,1
74.6,71.4,45.0,8.24,2,73.7,1,1,1,1,1,1
100.0,48.0,71.0,6.95,2,52.4,0,0,0,1,0,1
100.0,49.6,82.5,6.29,1,63.1,0,0,1,0,1,1
82.9,83.7,61.4,9.05,0,76.9,0,1,1,1,0,0
75.7,69.7,63.8,9.19,1,79.1,0,2,1,0,2,0
77.2,33.8,69.3,6.36,0,53.9,0,1,1,1,1,1
86.0,37.2,89.9,4.59,0,47.1,0,0,1,1,0,1
56.6,72.1,51.7,8.61,0,79.4,1,0,1,0,0,1
70.4,54.1,75.0,6.24,1,57.3,0,0,1,1,0,1
45.0,76.4,60.8,8.31,1,75.4,0,0,1,1,2,1
82.2,42.9,86.9,4.44,1,39.1,2,1,1,0,3,1
86.6,73.9,78.5,8.45,1,76.4,0,1,1,1,0,0
66.3,56.4,41.8,5.5,2,46.7,0,1,1,0,1,1
100.0,57.7,89.6,8.22,1,70.8,0,1,0,1,1,0
52.9,65.4,62.5,7.22,3,60.8,0,0,0,0,0,1
48.6,54.9,48.2,5.86,3,48.7,0,1,1,1,1,1
79.0,46.4,87.8,6.63,1,53.2,0,1,1,1,0,1
93.8,57.3,89.3,8.16,1,73.6,0,1,1,1,0,0
100.0,56.5,90.7,7.35,1,73.0,0,0,1,0,0,0
66.7,62.9,72.6,8.02,0,77.3,0,1,1,2,0,0
94.4,90.7,84.4,9.97,2,75.9,1,0,1,1,1,0
74.3,37.7,42.1,5.01,1,54.1,1,0,1,0,0,1
71.9,73.6,60.3,9.46,0,78.5,0,2,1,1,1,0
90.9,57.5,90.6,7.35,1,68.0,0,2,1,0,0,0
86.7,59.5,67.6,5.94,0,46.2,2,0,1,1,1,1
46.6,45.5,45.4,5.34,1,48.7,0,0,1,1,1,1
100.0,57.5,74.6,6.94,1,62.7,1,1,1,1,1,0
99.8,71.3,100.0,8.49,2,62.5,0,0,1,2,1,0
63.7,70.0,76.4,7.02,1,65.4,2,1,1,1,0,1
82.1,73.2,63.6,9.32,2,88.9,0,0,1,0,0,0
83.9,54.5,75.2,5.17,0,45.1,0,0,1,2,1,1
79.7,62.7,64.0,7.18,2,72.0,0,1,1,2,0,1
65.1,45.0,66.7,5.45,0,47.2,0,2,1,1,0,1
62.9,85.5,64.1,7.71,2,72.6,0,0,0,1,0,1
74.5,63.3,75.3,8.44,1,57.0,0,1,1,0,0,0
96.1,53.4,85.6,6.61,1,74.8,0,0,1,1,0,0
84.8,20.4,100.0,3.55,1,43.9,0,0,1,0,0,1
68.3,71.2,52.6,7.48,3,62.8,0,2,0,0,0,1
88.9,79.9,60.1,7.81,0,53.7,0,1,1,1,0,0
25.0,79.4,28.6,7.77,2,69.1,0,1,1,0,0,1
95.7,85.7,66.3,8.93,2,66.3,0,1,1,0,0,0
43.7,46.9,30.7,5.7,1,53.7,0,2,1,1,1,1
68.5,66.4,52.9,8.15,1,73.1,0,2,1,0,1,1
54.8,62.0,44.2,8.87,2,69.4,0,0,1,0,1,1
51.7,56.3,41.6,4.71,2,50.5,0,0,1,0,0,1
95.9,68.8,87.3,7.65,1,71.8,0,1,1,0,0,0
66.6,51.3,56.5,6.49,0,63.8,0,1,1,1,1,1
81.2,70.9,70.1,7.09,1,61.7,0,2,0,1,0,1
74.2,57.6,75.9,7.69,0,56.6,2,1,1,1,0,0
83.6,58.7,65.8,6.52,2,64.0,0,2,1,1,0,1
76.4,51.8,65.8,6.25,3,53.1,0,0,1,0,0,1
51.9,66.7,55.0,7.25,2,53.3,0,2,1,0,0,1
92.9,47.8,60.6,5.68,1,59.9,0,1,1,0,0,1
66.1,36.7,37.4,5.68,0,65.1,0,2,1,1,0,1
47.0,69.9,51.3,8.15,1,69.9,0,0,1,1,1,1
67.3,55.9,67.0,5.59,1,64.8,2,1,1,1,0,1
100.0,68.9,100.0,8.13,2,70.7,2,1,1,0,1,0
90.3,72.9,79.8,7.85,3,65.1,1,1,1,0,0,1
68.7,32.3,71.3,4.78,1,38.9,0,1,1,1,1,1
68.7,52.9,61.1,6.25,1,66.5,0,2,1,0,0,1
69.2,70.4,66.4,8.87,1,70.5,0,1,1,1,2,0
100.0,55.5,100.0,5.83,0,56.8,2,1,0,1,0,0
81.9,55.9,51.1,6.55,1,53.5,0,0,1,1,0,1
82.7,72.2,77.1,7.85,1,64.6,0,2,1,2,0,0
93.5,79.2,100.0,8.3,1,78.6,0,1,1,2,0,0
79.3,63.7,73.3,6.85,2,57.1,0,1,1,1,0,1
70.3,56.3,80.7,6.36,1,53.1,2,0,1,1,2,1
71.5,70.1,58.7,9.19,1,86.5,0,1,1,0,0,0
73.7,81.9,66.3,9.63,2,93.3,0,0,1,2,0,0
74.3,68.6,67.4,8.57,0,78.1,0,0,1,1,0,0
88.1,59.5,54.5,7.32,1,59.0,1,1,1,0,0,1
75.9,48.6,56.5,6.07,2,50.0,0,0,1,1,1,1
88.2,43.5,65.8,6.04,1,53.9,1,0,1,0,1,1
73.5,51.8,74.7,7.93,2,70.7,0,1,1,1,0,1
76.4,60.8,77.2,7.79,0,60.4,1,0,1,1,0,0
39.0,79.4,45.6,9.16,1,83.4,0,1,1,0,1,1
91.5,58.2,87.3,8.11,0,70.5,0,0,1,0,1,0
81.2,43.4,70.2,5.1,1,33.8,0,1,1,2,0,1
93.0,88.9,92.1,8.67,1,67.9,0,1,1,1,0,0
25.0,57.5,32.6,5.8,0,47.9,0,1,1,1,2,1
100.0,69.8,85.6,6.66,0,57.8,1,0,1,0,0,0
72.5,67.3,63.1,7.55,0,78.6,0,0,1,1,1,0
94.9,94.3,88.3,9.99,1,86.6,0,0,1,1,0,0
56.3,79.2,50.2,10.0,0,79.1,0,1,0,0,0,0
86.0,63.3,85.0,8.05,1,70.9,0,2,1,0,1,0
56.0,37.1,42.9,6.94,3,58.1,1,0,1,0,0,1
63.8,77.0,48.7,7.95,0,70.9,0,0,0,0,1,1
100.0,84.1,91.9,8.44,1,76.6,2,0,1,2,0,0
71.6,53.0,64.2,6.75,3,67.5,2,1,1,0,0,1
78.9,80.5,65.7,9.71,1,82.5,0,1,1,1,0,0
90.7,57.9,87.4,7.52,1,76.6,0,1,1,1,0,0
83.9,70.2,67.7,7.9,1,74.5,1,2,1,0,0,0
77.7,78.1,67.4,8.13,1,65.1,0,1,0,1,1,0
81.6,52.3,86.1,7.79,2,82.8,0,0,1,0,1,1
100.0,74.5,100.0,8.37,1,74.3,0,0,1,1,1,0
74.0,51.6,82.5,6.34,2,49.8,0,1,1,0,1,1
78.6,55.5,67.2,6.42,1,67.9,1,1,1,1,1,1
93.9,51.8,93.0,5.66,3,64.8,0,1,1,1,1,1
94.9,64.9,71.9,7.82,2,67.3,0,1,1,2,0,0
96.4,69.6,73.4,8.29,1,67.8,2,1,1,1,0,0
86.5,64.9,52.0,7.84,2,66.5,1,2,1,1,1,1
54.4,88.9,69.8,9.54,2,86.4,0,1,1,0,2,0
100.0,64.5,76.4,7.19,0,71.5,1,1,0,1,0,0
54.4,70.9,51.8,8.14,1,74.1,0,0,1,1,1,1
80.4,38.0,62.2,5.67,0,51.1,1,1,0,2,0,1
61.4,53.6,64.9,6.66,1,68.8,0,2,1,0,3,1
73.8,76.7,62.9,8.17,0,68.2,0,1,1,0,0,0
80.9,71.6,58.6,8.39,1,79.3,0,1,1,1,0,0
80.8,63.0,76.0,6.79,3,57.3,0,1,0,1,0,1
82.6,74.5,58.5,7.1,3,64.8,2,0,1,0,0,1
100.0,51.4,76.6,5.07,3,44.8,0,1,1,1,0,1
83.2,57.7,52.1,6.7,1,58.2,2,0,1,1,1,1
70.6,67.7,50.2,8.45,0,69.9,2,2,1,2,1,0
92.4,47.6,81.4,8.01,1,78.5,0,2,1,1,0,0
96.4,65.8,62.8,7.9,1,63.1,1,0,1,0,0,0
52.9,59.2,37.2,7.27,1,58.0,0,0,1,0,1,1
85.8,64.4,75.0,7.21,2,77.5,2,1,1,0,0,1
87.6,52.1,70.9,6.28,0,62.0,0,1,1,1,0,1
69.6,67.0,83.7,8.18,0,53.7,0,0,1,1,0,0
99.8,52.0,100.0,7.79,2,63.4,0,1,1,0,1,0
72.3,59.5,56.9,7.89,0,55.4,0,1,1,1,1,0
77.3,58.8,74.7,6.46,3,50.1,0,0,1,1,0,1
71.9,49.3,72.8,4.19,0,25.0,0,2,1,0,1,1
75.3,73.5,61.7,8.74,0,73.9,1,2,0,0,0,0
55.3,58.1,38.7,6.53,0,49.2,0,1,1,2,3,1
49.1,58.6,49.2,5.99,0,53.4,0,2,1,0,0,1
100.0,63.0,83.3,8.17,0,59.0,0,0,1,1,1,0
59.8,59.5,52.5,6.65,0,58.8,0,0,1,1,1,1
57.2,67.9,59.4,8.68,2,71.6,0,0,1,1,1,1
36.2,75.5,32.9,8.06,2,80.0,1,1,0,1,0,1
63.5,70.5,47.9,8.16,1,80.1,2,2,1,1,0,1
51.2,47.3,51.9,5.29,1,52.8,0,1,1,2,1,1
100.0,69.4,88.9,8.9,1,73.9,0,2,1,2,0,0
93.2,70.0,68.5,7.57,0,79.4,0,1,1,1,1,0
62.6,73.5,68.1,6.68,1,47.6,0,1,1,0,0,1
100.0,54.8,67.3,7.4,5,54.4,0,1,1,0,0,1
92.7,37.3,74.1,4.71,3,42.1,1,0,1,1,1,1
69.2,67.9,60.8,7.77,3,83.0,0,0,1,1,0,1
30.0,55.2,29.6,5.76,0,49.7,1,1,1,0,1,1
100.0,40.6,79.3,5.31,1,46.2,0,1,1,0,0,1
50.0,20.4,68.7,5.07,2,35.5,0,1,1,1,0,1
45.4,85.3,38.3,8.76,1,81.7,0,1,1,0,1,1
93.4,59.8,100.0,6.32,2,62.2,0,0,1,1,2,1
100.0,65.5,89.4,9.35,1,85.3,0,1,0,1,1,0
99.9,50.0,85.9,6.45,2,52.2,1,1,1,1,0,1
85.2,53.4,79.4,4.81,1,38.5,0,1,1,0,1,1
85.7,59.5,100.0,5.64,2,41.0,1,2,1,0,0,1
90.4,83.4,68.3,8.93,1,77.0,0,1,1,0,0,0
88.7,57.9,65.9,6.98,1,53.3,0,1,1,0,0,1
80.1,55.3,63.5,6.43,3,48.2,0,2,1,1,0,1
76.9,62.1,69.1,7.42,1,61.4,0,2,1,1,0,1
73.9,76.2,49.5,7.9,2,64.8,0,2,1,0,0,1
61.4,67.5,58.2,8.76,3,71.3,0,0,1,0,0,1
69.9,72.0,80.9,9.23,1,82.1,0,0,0,0,0,0
44.5,65.0,47.7,6.7,0,59.1,0,0,1,2,0,1
73.2,45.1,63.3,5.34,3,45.7,0,0,1,1,1,1
57.2,67.3,48.9,6.62,2,59.3,0,2,1,2,1,1
55.1,58.9,62.6,7.56,1,58.6,0,1,1,1,0,1
78.2,49.3,61.5,5.85,2,52.5,2,0,1,1,2,1
100.0,42.4,100.0,5.86,0,52.9,0,0,1,1,0,0
91.5,65.3,98.4,7.68,0,55.9,1,0,1,0,0,0
46.7,48.8,50.3,7.13,0,69.0,0,1,1,1,0,1
57.2,57.7,54.9,7.25,2,56.8,0,1,1,0,0,1
91.9,40.7,89.7,6.14,0,54.7,0,2,1,1,1,0
57.3,64.0,66.1,6.88,2,68.2,2,2,1,0,1,1
71.0,55.9,56.6,5.91,1,58.7,0,0,1,1,3,1
84.9,58.0,69.2,8.45,0,72.8,1,1,1,0,2,0
57.6,84.2,42.1,8.65,0,71.7,0,0,1,2,1,0
76.9,59.2,72.9,4.62,2,48.6,0,1,1,0,1,1
51.0,50.5,57.4,5.9,2,56.9,0,2,0,1,0,1
64.2,38.3,46.4,5.1,1,41.5,0,1,0,1,0,1
80.8,76.1,67.0,6.29,0,49.8,0,1,1,0,0,0
46.3,49.7,34.0,7.08,4,47.2,0,1,1,1,0,1
82.9,44.1,64.1,5.17,0,47.4,0,0,1,2,0,1
74.6,51.7,72.8,5.91,2,51.7,2,0,1,0,1,1
84.9,60.0,67.1,5.79,3,59.3,0,1,1,2,0,1
79.0,66.5,67.3,7.49,2,67.4,1,1,1,1,0,1
99.6,58.0,68.4,7.3,1,72.7,0,0,1,1,0,0
